"COD_BARRIO";"TXT_BARRIO";"TXT_LOCALIDAD";"TXT_MUNICIPIO";"COD_LOCALIDAD"
360;"360. CORDOBA";"04. SAN CRISTOBAL";"01. BOGOTA";4
361;"361. EL ENCANTO";"04. SAN CRISTOBAL";"01. BOGOTA";4
362;"362. EL PARAISO S.O.";"04. SAN CRISTOBAL";"01. BOGOTA";4
363;"363. EL PILAR";"04. SAN CRISTOBAL";"01. BOGOTA";4
364;"364. GRAN COLOMBIA ORIENTE";"04. SAN CRISTOBAL";"01. BOGOTA";4
365;"365. GRANADA SUR";"04. SAN CRISTOBAL";"01. BOGOTA";4
366;"366. MIRAFLORES";"04. SAN CRISTOBAL";"01. BOGOTA";4
367;"367. GUACAMAYAS";"04. SAN CRISTOBAL";"01. BOGOTA";4
368;"368. LA COLMENA";"04. SAN CRISTOBAL";"01. BOGOTA";4
369;"369. LA GLORIA";"04. SAN CRISTOBAL";"01. BOGOTA";4
370;"370. LA GROVANA";"04. SAN CRISTOBAL";"01. BOGOTA";4
371;"371. LA NUEVA GLORIA";"04. SAN CRISTOBAL";"01. BOGOTA";4
372;"372. LA PENINSULA";"04. SAN CRISTOBAL";"01. BOGOTA";4
373;"373. LA SAGRADA FAMILIA";"04. SAN CRISTOBAL";"01. BOGOTA";4
374;"374. LA SIERRA";"04. SAN CRISTOBAL";"01. BOGOTA";4
375;"375. LA VICTORIA";"04. SAN CRISTOBAL";"01. BOGOTA";4
376;"376. LAS BRISAS";"04. SAN CRISTOBAL";"01. BOGOTA";4
377;"377. LAS COLINAS";"04. SAN CRISTOBAL";"01. BOGOTA";4
378;"378. LAS MERCEDES MZ.M-N-O-P";"04. SAN CRISTOBAL";"01. BOGOTA";4
379;"379. LOS ALPES";"04. SAN CRISTOBAL";"01. BOGOTA";4
380;"380. LOS LIBERT.EL TRIANGULO-BOSQUE";"04. SAN CRISTOBAL";"01. BOGOTA";4
381;"381. MANAGUA";"04. SAN CRISTOBAL";"01. BOGOTA";4
382;"382. MONTECARLO";"04. SAN CRISTOBAL";"01. BOGOTA";4
383;"383. MORALVA";"04. SAN CRISTOBAL";"01. BOGOTA";4
384;"384. PUENTE COLORADO";"04. SAN CRISTOBAL";"01. BOGOTA";4
385;"385. QUINDIO I";"04. SAN CRISTOBAL";"01. BOGOTA";4
386;"386. RAMAJAL";"04. SAN CRISTOBAL";"01. BOGOTA";4
387;"387. REPUBLICA DEL CANADA EL PINAR";"04. SAN CRISTOBAL";"01. BOGOTA";4
388;"388. REPUBLICA DEL CANADA II SECTOR";"04. SAN CRISTOBAL";"01. BOGOTA";4
389;"389. SAN BLAS I";"04. SAN CRISTOBAL";"01. BOGOTA";4
390;"390. SAN BLAS II SECTOR";"04. SAN CRISTOBAL";"01. BOGOTA";4
391;"391. SAN ISIDRO II SECTOR";"04. SAN CRISTOBAL";"01. BOGOTA";4
392;"392. SAN JACINTO";"04. SAN CRISTOBAL";"01. BOGOTA";4
393;"393. SAN JOSE SUR ORIENTE";"04. SAN CRISTOBAL";"01. BOGOTA";4
394;"394. SAN MARTIN DE LOBA";"04. SAN CRISTOBAL";"01. BOGOTA";4
395;"395. SAN PEDRO";"04. SAN CRISTOBAL";"01. BOGOTA";4
396;"396. SAN RAFAEL S.O.";"04. SAN CRISTOBAL";"01. BOGOTA";4
397;"397. SAN VICENTE S.O.";"04. SAN CRISTOBAL";"01. BOGOTA";4
398;"398. SANTA INES";"04. SAN CRISTOBAL";"01. BOGOTA";4
399;"399. SUR AMERICA";"04. SAN CRISTOBAL";"01. BOGOTA";4
400;"400. VITELMA";"04. SAN CRISTOBAL";"01. BOGOTA";4
401;"401. ALTOS DEL POBLADO";"04. SAN CRISTOBAL";"01. BOGOTA";4
402;"402. ANTIOQUIA";"04. SAN CRISTOBAL";"01. BOGOTA";4
403;"403. BARCELONA SUR ORIENTAL";"04. SAN CRISTOBAL";"01. BOGOTA";4
404;"404. BELLAVISTA SUR";"04. SAN CRISTOBAL";"01. BOGOTA";4
405;"405. BUENOS AIRES";"04. SAN CRISTOBAL";"01. BOGOTA";4
406;"406. CANADA";"04. SAN CRISTOBAL";"01. BOGOTA";4
407;"407. CANADA QUIRA";"04. SAN CRISTOBAL";"01. BOGOTA";4
408;"408. DANUBIO AZUL";"04. SAN CRISTOBAL";"01. BOGOTA";4
409;"409. ENCANTO SUR";"04. SAN CRISTOBAL";"01. BOGOTA";4
410;"410. EL RODEO";"04. SAN CRISTOBAL";"01. BOGOTA";4
411;"411. EL TRIANGULO";"04. SAN CRISTOBAL";"01. BOGOTA";4
412;"412. GLORIA OCCIDENTAL";"04. SAN CRISTOBAL";"01. BOGOTA";4
413;"413. GRAN COLOMBIA";"04. SAN CRISTOBAL";"01. BOGOTA";4
414;"414. LA ESPERANZA SUR ORIENTAL";"04. SAN CRISTOBAL";"01. BOGOTA";4
415;"415. LA FLORA";"04. SAN CRISTOBAL";"01. BOGOTA";4
416;"416. LA GLORIA ORIENTAL";"04. SAN CRISTOBAL";"01. BOGOTA";4
417;"417. LA MARIA";"04. SAN CRISTOBAL";"01. BOGOTA";4
418;"418. LA COLINA";"04. SAN CRISTOBAL";"01. BOGOTA";4
419;"419. LAS BRISAS SUR";"04. SAN CRISTOBAL";"01. BOGOTA";4
420;"420. LAS COLUMNAS";"04. SAN CRISTOBAL";"01. BOGOTA";4
421;"421. LIBERTADORES";"04. SAN CRISTOBAL";"01. BOGOTA";4
422;"422. LOS PINARES SUR";"04. SAN CRISTOBAL";"01. BOGOTA";4
423;"423. LOS PINOS SUR ORIENTAL";"04. SAN CRISTOBAL";"01. BOGOTA";4
424;"424. MONTE BELLO";"04. SAN CRISTOBAL";"01. BOGOTA";4
425;"425. NUEVA DELHY";"04. SAN CRISTOBAL";"01. BOGOTA";4
426;"426. NUEVA ESPERANZA";"04. SAN CRISTOBAL";"01. BOGOTA";4
427;"427. NUEVA GLORIA";"04. SAN CRISTOBAL";"01. BOGOTA";4
428;"428. PENINSULA";"04. SAN CRISTOBAL";"01. BOGOTA";4
429;"429. PRIMERO DE MAYO";"04. SAN CRISTOBAL";"01. BOGOTA";4
430;"430. REPUBLICA DEL CANADA";"04. SAN CRISTOBAL";"01. BOGOTA";4
431;"431. RIO DE JANEIRO";"04. SAN CRISTOBAL";"01. BOGOTA";4
432;"432. SAGRADA FAMILIA";"04. SAN CRISTOBAL";"01. BOGOTA";4
433;"433. SAN CRISTOBAL SUR";"04. SAN CRISTOBAL";"01. BOGOTA";4
434;"434. SAN ISIDRO";"04. SAN CRISTOBAL";"01. BOGOTA";4
435;"435. SAN JOSE SUR ORIENTAL";"04. SAN CRISTOBAL";"01. BOGOTA";4
436;"436. SAN MARTIN DE LOBA SUR";"04. SAN CRISTOBAL";"01. BOGOTA";4
437;"437. SAN MARTIN DE LOBA SUR I";"04. SAN CRISTOBAL";"01. BOGOTA";4
438;"438. SAN MIGUEL SUR ORIENTAL";"04. SAN CRISTOBAL";"01. BOGOTA";4
439;"439. SAN PEDRO I";"04. SAN CRISTOBAL";"01. BOGOTA";4
440;"440. SAN RAFAEL SUR ORIENTAL";"04. SAN CRISTOBAL";"01. BOGOTA";4
441;"441. SAN VICENTE";"04. SAN CRISTOBAL";"01. BOGOTA";4
442;"442. SANTA ANA SUR";"04. SAN CRISTOBAL";"01. BOGOTA";4
443;"443. SANTA INES SUR";"04. SAN CRISTOBAL";"01. BOGOTA";4
444;"444. SANTA RITA ORIENTAL";"04. SAN CRISTOBAL";"01. BOGOTA";4
445;"445. TRIANGULO SUR ORIENTAL";"04. SAN CRISTOBAL";"01. BOGOTA";4
446;"446. VILLA JAVIER";"04. SAN CRISTOBAL";"01. BOGOTA";4
447;"447. LAS MERCEDES";"04. SAN CRISTOBAL";"01. BOGOTA";4
448;"448. SAN CRISTOBAL";"04. SAN CRISTOBAL";"01. BOGOTA";4
449;"449. VELODROMO";"04. SAN CRISTOBAL";"01. BOGOTA";4
450;"450. EL QUINDIO";"04. SAN CRISTOBAL";"01. BOGOTA";4
451;"451. AGUAS CLARAS";"04. SAN CRISTOBAL";"01. BOGOTA";4
452;"452. LA CASTA\A";"04. SAN CRISTOBAL";"01. BOGOTA";4
453;"453. LAS AMAPOLAS";"04. SAN CRISTOBAL";"01. BOGOTA";4
454;"454. SANTA ANA";"04. SAN CRISTOBAL";"01. BOGOTA";4
455;"455. RINCON DE SAN NICOLAS";"04. SAN CRISTOBAL";"01. BOGOTA";4
456;"456. SAN CRISTOBAL ALTO";"04. SAN CRISTOBAL";"01. BOGOTA";4
457;"457. SOSIEGO";"04. SAN CRISTOBAL";"01. BOGOTA";4
458;"458. NARI\O SUR";"04. SAN CRISTOBAL";"01. BOGOTA";4
459;"459. MODELO SUR";"04. SAN CRISTOBAL";"01. BOGOTA";4
460;"460. CALVO SUR";"04. SAN CRISTOBAL";"01. BOGOTA";4
461;"461. GRANADA";"04. SAN CRISTOBAL";"01. BOGOTA";4
462;"462. MARISCAL";"04. SAN CRISTOBAL";"01. BOGOTA";4
463;"463. AMIRA";"04. SAN CRISTOBAL";"01. BOGOTA";4
464;"464. SANTA RITA SUR";"04. SAN CRISTOBAL";"01. BOGOTA";4
465;"465. SAN LUIS";"04. SAN CRISTOBAL";"01. BOGOTA";4
466;"466. GUACAMAYAS I SECTOR";"04. SAN CRISTOBAL";"01. BOGOTA";4
467;"467. LA SERAFINA";"04. SAN CRISTOBAL";"01. BOGOTA";4
468;"468. VEINTE DE JULIO";"04. SAN CRISTOBAL";"01. BOGOTA";4
469;"469. VILLA DE LOS ALPES";"04. SAN CRISTOBAL";"01. BOGOTA";4
470;"470. LA GLORIA SAN MIGUEL";"04. SAN CRISTOBAL";"01. BOGOTA";4
471;"471. SAN MARTIN DE LOBA - II SECTOR";"04. SAN CRISTOBAL";"01. BOGOTA";4
472;"472. CHAPINERO";"04. SAN CRISTOBAL";"01. BOGOTA";4
473;"473. BUENA VISTA S.O.";"04. SAN CRISTOBAL";"01. BOGOTA";4
474;"474. EL ANGULO";"04. SAN CRISTOBAL";"01. BOGOTA";4
475;"475. HERRADURA";"04. SAN CRISTOBAL";"01. BOGOTA";4
476;"476. URB 1 DE MAYO SECTOR CAFAM";"04. SAN CRISTOBAL";"01. BOGOTA";4
477;"477. QUINDIO 2";"04. SAN CRISTOBAL";"01. BOGOTA";4
478;"478. MANILA";"04. SAN CRISTOBAL";"01. BOGOTA";4
479;"479. MANANTIAL";"04. SAN CRISTOBAL";"01. BOGOTA";4
480;"480. URBANIZACION PADUA";"04. SAN CRISTOBAL";"01. BOGOTA";4
481;"481. LAS GUACAMAYAS 3";"04. SAN CRISTOBAL";"01. BOGOTA";4
482;"482. EL TRIUNFO";"04. SAN CRISTOBAL";"01. BOGOTA";4
483;"483. DO##Q##A LILIANA";"04. SAN CRISTOBAL";"01. BOGOTA";4
484;"484. VILLA NATHALY";"04. SAN CRISTOBAL";"01. BOGOTA";4
485;"485. LAS MALVINAS";"04. SAN CRISTOBAL";"01. BOGOTA";4
486;"486. COSTA RICA SEC LA ESPERANZA";"04. SAN CRISTOBAL";"01. BOGOTA";4
487;"487. SN PEDRO SUR ORIENTAL";"04. SAN CRISTOBAL";"01. BOGOTA";4
488;"488. ALTOS DEL VIRREY";"04. SAN CRISTOBAL";"01. BOGOTA";4
489;"489. JUAN J RONDON II SECTOR";"04. SAN CRISTOBAL";"01. BOGOTA";4
490;"490. LOS LAURELES SUR ORIENTAL";"04. SAN CRISTOBAL";"01. BOGOTA";4
491;"491. LA CECILIA";"04. SAN CRISTOBAL";"01. BOGOTA";4
492;"492. LOS PUENTES";"04. SAN CRISTOBAL";"01. BOGOTA";4
493;"493. PANORAMA";"04. SAN CRISTOBAL";"01. BOGOTA";4
494;"494. LOS ARRAYANES";"04. SAN CRISTOBAL";"01. BOGOTA";4
495;"495. LOS PUENTES";"04. SAN CRISTOBAL";"01. BOGOTA";4
496;"496. CAMINO DE SAN CRISTOBAL";"04. SAN CRISTOBAL";"01. BOGOTA";4
497;"497. NUEVAS MALVINAS";"04. SAN CRISTOBAL";"01. BOGOTA";4
498;"498. SANTA RITA";"04. SAN CRISTOBAL";"01. BOGOTA";4
499;"499. QUINTA RAMOS";"04. SAN CRISTOBAL";"01. BOGOTA";4
500;"500. GRANADA SUR";"04. SAN CRISTOBAL";"01. BOGOTA";4
501;"501. SURAMERICA";"04. SAN CRISTOBAL";"01. BOGOTA";4
502;"502. AYACUCHO";"04. SAN CRISTOBAL";"01. BOGOTA";4
503;"503. VILLA DEL CERRO";"04. SAN CRISTOBAL";"01. BOGOTA";4
504;"504. SANTA ROSA DE LIMA";"04. SAN CRISTOBAL";"01. BOGOTA";4
505;"505. PINARES";"04. SAN CRISTOBAL";"01. BOGOTA";4
506;"506. GAVIOTAS";"04. SAN CRISTOBAL";"01. BOGOTA";4
507;"507. SAN RAFAEL S.O.";"04. SAN CRISTOBAL";"01. BOGOTA";4
508;"508. LA ESPERANZA";"04. SAN CRISTOBAL";"01. BOGOTA";4
509;"509. URB.ANTIOQUIA";"04. SAN CRISTOBAL";"01. BOGOTA";4
510;"510. PADUA";"04. SAN CRISTOBAL";"01. BOGOTA";4
511;"511. ALTAMIRA SECTOR LA CABANA";"04. SAN CRISTOBAL";"01. BOGOTA";4
512;"512. LAS ACACIAS";"04. SAN CRISTOBAL";"01. BOGOTA";4
513;"513. LA JOYITA CENTRO";"04. SAN CRISTOBAL";"01. BOGOTA";4
514;"514. RECODO DEL CANADA";"04. SAN CRISTOBAL";"01. BOGOTA";4
515;"515. CIUDAD AMERICA";"04. SAN CRISTOBAL";"01. BOGOTA";4
516;"516. URBANIZACION CONTINENTAL";"04. SAN CRISTOBAL";"01. BOGOTA";4
517;"517. EL DORADO BAJO";"04. SAN CRISTOBAL";"01. BOGOTA";4
518;"518. PASEITO I Y II";"04. SAN CRISTOBAL";"01. BOGOTA";4
519;"519. SANTA RITA SUR ORIENTAL";"04. SAN CRISTOBAL";"01. BOGOTA";4
520;"520. ALASKA";"05. USME";"01. BOGOTA";5
521;"521. ALMIRANTE PADILLA";"05. USME";"01. BOGOTA";5
522;"522. BARRANQUILLITA";"05. USME";"01. BOGOTA";5
523;"523. BETANIA";"05. USME";"01. BOGOTA";5
524;"524. BETANIA II SECTOR";"05. USME";"01. BOGOTA";5
525;"525. CASA REY";"05. USME";"01. BOGOTA";5
526;"526. EL CORTIJO";"05. USME";"01. BOGOTA";5
527;"527. EL PORVENIR";"05. USME";"01. BOGOTA";5
528;"528. GRAN YOMASA I SECTOR";"05. USME";"01. BOGOTA";5
529;"529. LA FISCALA SECTOR DAZA";"05. USME";"01. BOGOTA";5
530;"530. LA FISCALA SECTOR LAURELES";"05. USME";"01. BOGOTA";5
531;"531. LA REGADERA";"05. USME";"01. BOGOTA";5
532;"532. LORENZO ALCANTUZ I";"05. USME";"01. BOGOTA";5
533;"533. MONTEBLANCO";"05. USME";"01. BOGOTA";5
534;"534. PALERMO SUR";"05. USME";"01. BOGOTA";5
535;"535. SAN JUAN BAUTISTA";"05. USME";"01. BOGOTA";5
536;"536. SAN LUIS";"05. USME";"01. BOGOTA";5
537;"537. SANTA LIBRADA";"05. USME";"01. BOGOTA";5
538;"538. SANTA LIBRADA SAN BERNARDO";"05. USME";"01. BOGOTA";5
539;"539. SANTA LIBRADA SECTOR LA PE\A";"05. USME";"01. BOGOTA";5
540;"540. SANTA MARTA";"05. USME";"01. BOGOTA";5
541;"541. SANTA MARTHA II";"05. USME";"01. BOGOTA";5
542;"542. SANTA LIBRADA LAS GRANJAS";"05. USME";"01. BOGOTA";5
543;"543. TENERIFE";"05. USME";"01. BOGOTA";5
544;"544. USMINIA";"05. USME";"01. BOGOTA";5
545;"545. VIANEY";"05. USME";"01. BOGOTA";5
546;"546. VILLA NELLY";"05. USME";"01. BOGOTA";5
547;"547. ALFONSO LOPEZ";"05. USME";"01. BOGOTA";5
548;"548. ANTONIO JOSE DE SUCRE";"05. USME";"01. BOGOTA";5
549;"549. BARRANQUILLITA II";"05. USME";"01. BOGOTA";5
550;"550. BARRANQUILLITA III";"05. USME";"01. BOGOTA";5
551;"551. BRAZUELOS";"05. USME";"01. BOGOTA";5
552;"552. CHARALA";"05. USME";"01. BOGOTA";5
553;"553. DIANA TURBAY";"05. USME";"01. BOGOTA";5
554;"554. DUITAMA";"05. USME";"01. BOGOTA";5
555;"555. EL BOSQUE";"05. USME";"01. BOGOTA";5
556;"556. EL JORDAN";"05. USME";"01. BOGOTA";5
557;"557. EL NEVADO";"05. USME";"01. BOGOTA";5
558;"558. EL RECUERDO";"05. USME";"01. BOGOTA";5
559;"559. EL RUBI";"05. USME";"01. BOGOTA";5
560;"560. LA FISCALA NORTE";"05. USME";"01. BOGOTA";5
561;"561. LA FORTALEZA(SAN IGNACIO)";"05. USME";"01. BOGOTA";5
562;"562. LA MERCED SUR";"05. USME";"01. BOGOTA";5
563;"563. LORENZO ALCANTUZ II";"05. USME";"01. BOGOTA";5
564;"564. LOS COMUNEROS";"05. USME";"01. BOGOTA";5
565;"565. MONTEBLANCO II";"05. USME";"01. BOGOTA";5
566;"566. SANTA LIBRADA LA ESPERANZA 5";"05. USME";"01. BOGOTA";5
567;"567. SANTA LIBRADA SEC.ALTO LASURE\";"05. USME";"01. BOGOTA";5
568;"568. VILLA ISRAEL";"05. USME";"01. BOGOTA";5
569;"569. BARRANQUILLA";"05. USME";"01. BOGOTA";5
570;"570. LA FISCALA";"05. USME";"01. BOGOTA";5
571;"571. BELLAVISTA";"05. USME";"01. BOGOTA";5
572;"572. BRASILIA SUR";"05. USME";"01. BOGOTA";5
573;"573. CIUDAD DE LONDRES";"05. USME";"01. BOGOTA";5
574;"574. EL CURUBO";"05. USME";"01. BOGOTA";5
575;"575. EL PORTAL DEL SUR";"05. USME";"01. BOGOTA";5
576;"576. EL PORVENIR SUR";"05. USME";"01. BOGOTA";5
577;"577. EL RUBI";"05. USME";"01. BOGOTA";5
578;"578. EL VIRREY";"05. USME";"01. BOGOTA";5
579;"579. ESCUELA DE ARTILLERIA";"05. USME";"01. BOGOTA";5
580;"580. GRAN YOMASA";"05. USME";"01. BOGOTA";5
581;"581. JUAN REY II";"05. USME";"01. BOGOTA";5
582;"582. LA SURE\A";"05. USME";"01. BOGOTA";5
583;"583. LAS QUINTAS";"05. USME";"01. BOGOTA";5
584;"584. LORENZO ALCANTUZ";"05. USME";"01. BOGOTA";5
585;"585. LOS TEJARES";"05. USME";"01. BOGOTA";5
586;"586. LA MARICHUELA";"05. USME";"01. BOGOTA";5
587;"587. SAN ANDRES DE LOS ALTOS";"05. USME";"01. BOGOTA";5
588;"588. SAN PEDRO";"05. USME";"01. BOGOTA";5
589;"589. LA FLORA";"05. USME";"01. BOGOTA";5
590;"590. SERRANIAS";"05. USME";"01. BOGOTA";5
591;"591. TENERIFE II SECTOR";"05. USME";"01. BOGOTA";5
592;"592. USME";"05. USME";"01. BOGOTA";5
593;"593. VALLE DE CAFAM";"05. USME";"01. BOGOTA";5
594;"594. VILLA BETTY";"05. USME";"01. BOGOTA";5
595;"595. YOMASA";"05. USME";"01. BOGOTA";5
596;"596. LA ESPERANZA";"05. USME";"01. BOGOTA";5
597;"597. LA AURORA";"05. USME";"01. BOGOTA";5
598;"598. LA GRAN YOMASA";"05. USME";"01. BOGOTA";5
599;"599. GRANADA";"05. USME";"01. BOGOTA";5
600;"600. JUAN REY";"05. USME";"01. BOGOTA";5
601;"601. BOCHICA";"05. USME";"01. BOGOTA";5
602;"602. LAS VIVIENDAS";"05. USME";"01. BOGOTA";5
603;"603. A JOSE DE SUCRE SEC II";"05. USME";"01. BOGOTA";5
604;"604. DOÐA LILIANA USME";"05. USME";"01. BOGOTA";5
605;"605. BELLAVISTA II";"05. USME";"01. BOGOTA";5
606;"606. BELLAVISTA III";"05. USME";"01. BOGOTA";5
607;"607. BOSQUE EL LIMONAR";"05. USME";"01. BOGOTA";5
608;"608. BRAZUELO (SENDERO)";"05. USME";"01. BOGOTA";5
609;"609. BULEVAR DEL SUR";"05. USME";"01. BOGOTA";5
610;"610. CIUDADELA EL OASIS";"05. USME";"01. BOGOTA";5
611;"611. EL DANUVIO SEC IV";"05. USME";"01. BOGOTA";5
612;"612. EL ESPINO";"05. USME";"01. BOGOTA";5
613;"613. EL NARANJAL SECTOR II";"05. USME";"01. BOGOTA";5
614;"614. EL PEDREGAL";"05. USME";"01. BOGOTA";5
615;"615. LA FISCALA SEC II";"05. USME";"01. BOGOTA";5
616;"616. LAS FLORES";"05. USME";"01. BOGOTA";5
617;"617. SALAZAR SALAZAR";"05. USME";"01. BOGOTA";5
618;"618. VILLA ALEMANIA";"05. USME";"01. BOGOTA";5
619;"619. VILLA ALEMANIA I";"05. USME";"01. BOGOTA";5
620;"620. YOMASITA";"05. USME";"01. BOGOTA";5
621;"621. ALFONSO LOPEZ S CHARALA";"05. USME";"01. BOGOTA";5
622;"622. ALFONSO LOPEZ SEC CHICO SUR";"05. USME";"01. BOGOTA";5
623;"623. ALFONSO LOPEZ SEC LOS SAUCES";"05. USME";"01. BOGOTA";5
624;"624. ANTONIO J DE SUCRE SEC I";"05. USME";"01. BOGOTA";5
625;"625. EL DANUVIO SEC I";"05. USME";"01. BOGOTA";5
626;"626. EL DANUVIO SEC II";"05. USME";"01. BOGOTA";5
627;"627. GEOREFERENCIADO";"05. USME";"01. BOGOTA";5
628;"628. EL PORVENIR II-USME";"05. USME";"01. BOGOTA";5
629;"629. GEOREFERENCIADO";"05. USME";"01. BOGOTA";5
630;"630. LA ESMERALDA SUR";"05. USME";"01. BOGOTA";5
631;"631. LOS OLIVARES";"05. USME";"01. BOGOTA";5
632;"632. GEOREFERENCIADO";"05. USME";"01. BOGOTA";5
633;"633. STA LIBRADA LA SURE\A";"05. USME";"01. BOGOTA";5
634;"634. LAS MERCEDES DEL REY";"05. USME";"01. BOGOTA";5
635;"635. SAN JUAN DE USME";"05. USME";"01. BOGOTA";5
636;"636. GEOREFERENCIADO";"05. USME";"01. BOGOTA";5
637;"637. LA FISCALA";"05. USME";"01. BOGOTA";5
638;"638. EL OASIS";"05. USME";"01. BOGOTA";5
639;"639. EL RUBI II";"05. USME";"01. BOGOTA";5
640;"640. ESP COSTARRICA";"05. USME";"01. BOGOTA";5
641;"641. EL REFUGIO";"05. USME";"01. BOGOTA";5
642;"642. QUINTAS DEL SUR";"05. USME";"01. BOGOTA";5
643;"643. BOSQUE LIMONAR";"05. USME";"01. BOGOTA";5
644;"644. MOLINOS DEL SUR";"05. USME";"01. BOGOTA";5
645;"645. DANUBIO AZUL";"05. USME";"01. BOGOTA";5
646;"646. EL PORTAL";"05. USME";"01. BOGOTA";5
647;"647. EL MORTI\O";"05. USME";"01. BOGOTA";5
648;"648. MARICHUELA III SECTOR";"05. USME";"01. BOGOTA";5
649;"649. BRASILIA";"05. USME";"01. BOGOTA";5
650;"650. ANDREA";"05. USME";"01. BOGOTA";5
651;"651. CHUNIZA";"05. USME";"01. BOGOTA";5
652;"652. EL LIBANO II";"05. USME";"01. BOGOTA";5
653;"653. NUEVA COSTA RICA";"05. USME";"01. BOGOTA";5
654;"654. FORTALEZA";"05. USME";"01. BOGOTA";5
655;"655. NUEVO SAN LUIS";"05. USME";"01. BOGOTA";5
656;"656. COSTA RICA";"05. USME";"01. BOGOTA";5
657;"657. MONTEVIDEO";"05. USME";"01. BOGOTA";5
658;"658. SANTA INES";"05. USME";"01. BOGOTA";5
659;"659. VILLA ANITA I";"05. USME";"01. BOGOTA";5
660;"660. VILLA ANITA II";"05. USME";"01. BOGOTA";5
661;"661. ALTOS DEL VIRREY";"05. USME";"01. BOGOTA";5
662;"662. EL VIRREY II";"05. USME";"01. BOGOTA";5
663;"663. VILLA ALEJANDRIA";"05. USME";"01. BOGOTA";5
664;"664. LA REFORMA";"05. USME";"01. BOGOTA";5
665;"665. MIRAVALLE";"05. USME";"01. BOGOTA";5
666;"666. ANTONIO JOSE DE SUCRE III";"05. USME";"01. BOGOTA";5
667;"667. SAN FELIPE";"05. USME";"01. BOGOTA";5
668;"668. LA MARIA";"05. USME";"01. BOGOTA";5
669;"669. VILLA HERMOSA";"05. USME";"01. BOGOTA";5
670;"670. LA HUERTA";"05. USME";"01. BOGOTA";5
671;"671. EL PROGRESO DE USME";"05. USME";"01. BOGOTA";5
672;"672. NUEVO PROGRESO";"05. USME";"01. BOGOTA";5
673;"673. EL UVAL DE USME";"05. USME";"01. BOGOTA";5
674;"674. EL PARAISO";"05. USME";"01. BOGOTA";5
675;"675. LA ALBORADA";"05. USME";"01. BOGOTA";5
676;"676. BUENOS AIRES";"05. USME";"01. BOGOTA";5
677;"677. BRISAS DEL LLANO";"05. USME";"01. BOGOTA";5
678;"678. MIRA VALLE";"05. USME";"01. BOGOTA";5
679;"679. ORQUIDEA I";"05. USME";"01. BOGOTA";5
680;"680. ORQUIDEA II USME";"05. USME";"01. BOGOTA";5
681;"681. EL TUNO";"05. USME";"01. BOGOTA";5
682;"682. CHAPINERITO SUR";"05. USME";"01. BOGOTA";5
683;"683. EL BRILLANTE";"05. USME";"01. BOGOTA";5
684;"684. EL ROSAL MIRADOR";"05. USME";"01. BOGOTA";5
685;"685. LAS PALMAS";"05. USME";"01. BOGOTA";5
686;"686. VILLA DIANA";"05. USME";"01. BOGOTA";5
687;"687. JUAN JOSE RONDON";"05. USME";"01. BOGOTA";5
688;"688. MORENA I";"05. USME";"01. BOGOTA";5
689;"689. COMPOSTELA I";"05. USME";"01. BOGOTA";5
690;"690. GEOREFERENCIADO";"05. USME";"01. BOGOTA";5
691;"691. CASALOMA";"05. USME";"01. BOGOTA";5
692;"692. EL TRIANGULO";"05. USME";"01. BOGOTA";5
693;"693. PUERTA AL LLANO";"05. USME";"01. BOGOTA";5
694;"694. ARRAYANES";"05. USME";"01. BOGOTA";5
695;"695. CHICO SUR";"05. USME";"01. BOGOTA";5
696;"696. PORTAL DEL ORIENTE";"05. USME";"01. BOGOTA";5
697;"697. SAN ISIDRO";"05. USME";"01. BOGOTA";5
698;"698. NUEVO PORTAL";"05. USME";"01. BOGOTA";5
699;"699. PORTAL DE LA VEGA";"05. USME";"01. BOGOTA";5
700;"700. NUEVO PORVENIR";"05. USME";"01. BOGOTA";5
701;"701. ALTOS DEL PINO";"05. USME";"01. BOGOTA";5
702;"702. LAS BRISAS";"05. USME";"01. BOGOTA";5
703;"703. GEOREFERENCIADO";"06. TUNJUELITO";"01. BOGOTA";6
704;"704. BETANIA";"06. TUNJUELITO";"01. BOGOTA";6
705;"705. BETANIA SAN BENITO";"06. TUNJUELITO";"01. BOGOTA";6
706;"706. SAN BENITO";"06. TUNJUELITO";"01. BOGOTA";6
707;"707. SAN LUIS";"06. TUNJUELITO";"01. BOGOTA";6
708;"708. ISLA DEL SOL (INVASION)";"06. TUNJUELITO";"01. BOGOTA";6
709;"709. VILLA XIMENA";"06. TUNJUELITO";"01. BOGOTA";6
710;"710. ABRAHAM LINCON";"06. TUNJUELITO";"01. BOGOTA";6
711;"711. FATIMA";"06. TUNJUELITO";"01. BOGOTA";6
712;"712. EL CARMEN";"06. TUNJUELITO";"01. BOGOTA";6
713;"713. EL TUNAL";"06. TUNJUELITO";"01. BOGOTA";6
714;"714. EL TUNAL ORIENTAL";"06. TUNJUELITO";"01. BOGOTA";6
715;"715. ESCUELA DE ARTILLERIA SUR";"06. TUNJUELITO";"01. BOGOTA";6
716;"716. ISLA DEL SOL";"06. TUNJUELITO";"01. BOGOTA";6
717;"717. LA PONDEROSA SUR";"06. TUNJUELITO";"01. BOGOTA";6
718;"718. NUEVO MUZU";"06. TUNJUELITO";"01. BOGOTA";6
719;"719. ONCE DE NOVIEMBRE";"06. TUNJUELITO";"01. BOGOTA";6
